LEND,SNX,0x0780Afd54B94cd3809821611d6D92E1EDF542758
PNK,WETH,0x343FD171caf4F0287aE6b87D75A8964Dc44516Ab
KNC,USDT,0x248Aba53caFb77Ebe6EEfaC3b4dE8A9d0d2134EC
USDC,WETH,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc
BZRX,USDT,0xDA70FdCb69f91aA420D54b95FF5e47AfFB0064b8
USDC,AMPL,0xfA545ce38d18EA4350ADB899f380058aFaD7619e
WETH,BZRX,0xB9b752F7f4a4680eEb327ffe728f46666763A796
WETH,AMPL,0xc5be99A02C6857f9Eac67BbCE58DF5572498F40c
WETH,LEND,0xaB3F9bF1D81ddb224a2014e98B238638824bCf20
KNC,USDC,0xa14c9AA1337F25135Ce6917464fC5f01CC3C9CA9
AMPL,LEND,0xaCb74201Fe556ce4b01dF104Aba3666855D10D09
AMPL,COMP,0xFaa7e98E633a10E90B71a84200E10562E5302A92
WBTC,WETH,0xBb2b8038a1640196FbE3e38816F3e67Cba72D940
WBTC,USDT,0x0DE0Fa91b6DbaB8c8503aAA2D1DFa91a192cB149
WBTC,LINK,0x8a01BA64FBc7B12ee13F817DFa862881feC531b8
WETH,MANA,0x11b1f53204d03E5529F09EB3091939e4Fd8c9CF3
LEND,ZRX,0x20149FC21a158F195964e01430b3B29eb38b6b27
WETH,COMP,0xCFfDdeD873554F362Ac02f8Fb1f02E5ada10516f
USDC,ZRX,0x9f65DF828d21C8860ee1499dA6397D50d85E14a0
USDC,BAT,0x02DD9Ff64EeC5D866a512EF08463C7c85A14e4Aa
AMPL,USDC,0xfA545ce38d18EA4350ADB899f380058aFaD7619e
AMPL,WETH,0xc5be99A02C6857f9Eac67BbCE58DF5572498F40c
AMPL,WBTC,0xc27286b35101dB690aA48fCa4A21A2a5cB109FCA
AMPL,USDT,0x83503BE303Ff0e05a5d6DcD1C2A3Bd589fB0DED4
WETH,BAND,0xf421c3f2e695C2D4C0765379cCace8adE4a480D9
USDT,BAT,0x0c11F54ec778Cdf062Ad0d8464cC7b7C9108c934
USDT,COMP,0x942Be9e8a12cFAAF997Cd266487Eaf8553B119d2
USDT,BZRX,0xDA70FdCb69f91aA420D54b95FF5e47AfFB0064b8
SNX,WETH,0x43AE24960e5534731Fc831386c07755A2dc33D47
SNX,AMPL,0xf0DBD8D468248a9F01690858a421a437f4b99CE1
SNX,LINK,0x5A3Cb6B3E42C8101Cbc0AB4c35DA4f92e0Dd2586
AMPL,DAI,0x08a564924C26D8289503bbaA18714B9C366dF9a5
BZRX,ZRX,0x2bd68fd37920c744C2377f8c365414902C717a44
USDC,UBT,0x59ADAA706B700FA7e3aE2BbB47cD74275dc628E6
AMPL,SNX,0xf0DBD8D468248a9F01690858a421a437f4b99CE1
AMPL,KNC,0x10cb5745dbC1a9d40e56b87a89443B7eE5685700
USDT,AMPL,0x83503BE303Ff0e05a5d6DcD1C2A3Bd589fB0DED4
SNX,DAI,0xcA9B553d9f8cCD9D6ad546707f1EC3B9150292b1
WBTC,DAI,0x231B7589426Ffe1b75405526fC32aC09D44364c4
AMPL,BAT,0xA0a44777B4B95364990fbB29c42990AC24BB9c43
AMPL,ZRX,0xB450E654E1853DC49fe1d1fA9A94C898D6c5b07f
USDT,KNC,0x248Aba53caFb77Ebe6EEfaC3b4dE8A9d0d2134EC
SNX,COMP,0x5487BB5c9f0b84875D2Fb0F0900a50A94255AFf9
SNX,KNC,0x3375ACcF7291dF28885822b37d872aeB9d14029d
SNX,USDT,0xe5eDEef795A4Ac7eF477cB3068f5e5d12788B6Cb
USDT,SNX,0xe5eDEef795A4Ac7eF477cB3068f5e5d12788B6Cb
USDT,USDC,0x3041CbD36888bECc7bbCBc0045E3B1f144466f5f
SNX,LEND,0x0780Afd54B94cd3809821611d6D92E1EDF542758
USDT,WETH,0x0d4a11d5EEaaC28EC3F61d100daF4d40471f1852
SNX,USDC,0x3A1B4f6Dce585eF469a5DAA73A6EB87ce13E859D
USDT,sUSD,0xB0A539BEA1787813359Fb9AF8e2efD35dd35a744
sUSD,WETH,0xf80758aB42C3B07dA84053Fd88804bCB6BAA4b5c
UBT,LINK,0x3F7BfFB6BC53290F548e699d329b4779E0237a94
UBT,USDC,0x59ADAA706B700FA7e3aE2BbB47cD74275dc628E6
DAI,ZRX,0x7808e5c594b25Fa35Cf0E5567a76f01483912513
LINK,WBTC,0x8a01BA64FBc7B12ee13F817DFa862881feC531b8
LINK,AMPL,0x60877A93D2C4e6C94efA0C90a10f1279E02052f3
UBT,WETH,0xB27dE0bA2abFbFdf15667a939f041b52118aF5Ba
DAI,WBTC,0x231B7589426Ffe1b75405526fC32aC09D44364c4
MANA,DAI,0x9d090ffD76dDfd94f49040DF91eDD6977e30e6C6
BAT,LINK,0x9773f438F0856099411fBBC0C964873b214B7406
sUSD,DAI,0x2B797191b77B7579a5c32027174d79AB7b725114
sUSD,USDT,0xB0A539BEA1787813359Fb9AF8e2efD35dd35a744
BAT,USDC,0x02DD9Ff64EeC5D866a512EF08463C7c85A14e4Aa
BAT,COMP,0x112B376914f39afE57C76EF8027363a004Aaed1B
ZRX,KNC,0x79CDa9b30AD6775Aa50A76dab2371dA7cb1E3710
BAT,AMPL,0xA0a44777B4B95364990fbB29c42990AC24BB9c43
LINK,WETH,0xa2107FA5B38d9bbd2C461D6EDf11B11A50F6b974
BAT,WETH,0xB6909B960DbbE7392D405429eB2b3649752b4838
DAI,BAT,0x6929abD7931D0243777d3CD147fE863646A752ba
USDT,DAI,0xB20bd5D04BE54f870D5C0d3cA85d82b34B836405
USDT,WBTC,0x0DE0Fa91b6DbaB8c8503aAA2D1DFa91a192cB149
DAI,USDC,0xAE461cA67B15dc8dc81CE7615e0320dA1A9aB8D5
DAI,COMP,0xf3194E22d3212A6F930a7C6A88003d43F68befAB
USDT,ZRX,0x05556053D0966c7701201A2103dcb56CF75BdD92
DAI,AMPL,0x08a564924C26D8289503bbaA18714B9C366dF9a5
BAND,WETH,0xf421c3f2e695C2D4C0765379cCace8adE4a480D9
ZRX,USDT,0x05556053D0966c7701201A2103dcb56CF75BdD92
ZRX,AMPL,0xB450E654E1853DC49fe1d1fA9A94C898D6c5b07f
ZRX,WETH,0xc6F348dd3B91a56D117ec0071C1e9b83C0996De4
AMPL,LINK,0x60877A93D2C4e6C94efA0C90a10f1279E02052f3
WETH,KNC,0xf49C43Ae0fAf37217bDcB00DF478cF793eDd6687
WETH,LINK,0xa2107FA5B38d9bbd2C461D6EDf11B11A50F6b974
WETH,SNX,0x43AE24960e5534731Fc831386c07755A2dc33D47
WETH,sUSD,0xf80758aB42C3B07dA84053Fd88804bCB6BAA4b5c
WETH,USDT,0x0d4a11d5EEaaC28EC3F61d100daF4d40471f1852
LINK,BAT,0x9773f438F0856099411fBBC0C964873b214B7406
LINK,COMP,0xcf4A0967C6c0b0fCD416283b8664f735391a36EC
WBTC,USDC,0x004375Dff511095CC5A197A54140a24eFEF3A416
LINK,USDC,0xd8C8a2B125527bf97c8e4845b25dE7e964468F77
DAI,MANA,0x9d090ffD76dDfd94f49040DF91eDD6977e30e6C6
UBT,DAI,0xB6a4614Bf9F6D9B025c07311A191c8De974386A9
COMP,LINK,0xcf4A0967C6c0b0fCD416283b8664f735391a36EC
ZRX,BZRX,0x2bd68fd37920c744C2377f8c365414902C717a44
ZRX,USDC,0x9f65DF828d21C8860ee1499dA6397D50d85E14a0
COMP,DAI,0xf3194E22d3212A6F930a7C6A88003d43F68befAB
DAI,UBT,0xB6a4614Bf9F6D9B025c07311A191c8De974386A9
WETH,OMG,0x48E313460DD00100e22230e56E0A87B394066844
DAI,SNX,0xcA9B553d9f8cCD9D6ad546707f1EC3B9150292b1
LINK,DAI,0x6D4fd456eDecA58Cf53A8b586cd50754547DBDB2
ZRX,LEND,0x20149FC21a158F195964e01430b3B29eb38b6b27
COMP,AMPL,0xFaa7e98E633a10E90B71a84200E10562E5302A92
sUSD,USDC,0x0865b9C7Cd9aa9F0e9F61E96C11e524145b70550
DAI,LINK,0x6D4fd456eDecA58Cf53A8b586cd50754547DBDB2
DAI,sUSD,0x2B797191b77B7579a5c32027174d79AB7b725114
DAI,KNC,0x22228474041f3D98ec314Eb71362b6F79971d5fB
DAI,LEND,0xb603c2b5AB4ee7932103b42f8dd899C8721DD25E
BAND,USDC,0x20e16467A40157F3C2D83BD120a5B72748a8ecB8
COMP,SNX,0x5487BB5c9f0b84875D2Fb0F0900a50A94255AFf9
KNC,ZRX,0x79CDa9b30AD6775Aa50A76dab2371dA7cb1E3710
COMP,USDC,0x6F81d90E771B551451382b4c8B41C86B978d3420
COMP,WETH,0xCFfDdeD873554F362Ac02f8Fb1f02E5ada10516f
WETH,PNK,0x343FD171caf4F0287aE6b87D75A8964Dc44516Ab
COMP,BAT,0x112B376914f39afE57C76EF8027363a004Aaed1B
DAI,USDT,0xB20bd5D04BE54f870D5C0d3cA85d82b34B836405
MANA,WETH,0x11b1f53204d03E5529F09EB3091939e4Fd8c9CF3
BAND,BAT,0xd4e00D5dBbE6F74Fe9c2B9f884b55ba590cBdeea
LINK,UBT,0x3F7BfFB6BC53290F548e699d329b4779E0237a94
WETH,UBT,0xB27dE0bA2abFbFdf15667a939f041b52118aF5Ba
WETH,USDC,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc
WETH,WBTC,0xBb2b8038a1640196FbE3e38816F3e67Cba72D940
WETH,DAI,0xA478c2975Ab1Ea89e8196811F51A7B7Ade33eB11
ZRX,DAI,0x7808e5c594b25Fa35Cf0E5567a76f01483912513
BAT,DAI,0x6929abD7931D0243777d3CD147fE863646A752ba
DAI,WETH,0xA478c2975Ab1Ea89e8196811F51A7B7Ade33eB11
LINK,SNX,0x5A3Cb6B3E42C8101Cbc0AB4c35DA4f92e0Dd2586
BAT,USDT,0x0c11F54ec778Cdf062Ad0d8464cC7b7C9108c934
BAT,BAND,0xd4e00D5dBbE6F74Fe9c2B9f884b55ba590cBdeea
OMG,WETH,0x48E313460DD00100e22230e56E0A87B394066844
COMP,USDT,0x942Be9e8a12cFAAF997Cd266487Eaf8553B119d2
COMP,LEND,0x50E5Dd5BE3f93256690Adc12EF8EdAb1eB18612d
WBTC,AMPL,0xc27286b35101dB690aA48fCa4A21A2a5cB109FCA
PNK,WETH,0x343FD171caf4F0287aE6b87D75A8964Dc44516Ab
ZRX,KNC,0x79CDa9b30AD6775Aa50A76dab2371dA7cb1E3710
ZRX,LEND,0x20149FC21a158F195964e01430b3B29eb38b6b27
USDT,WBTC,0x0DE0Fa91b6DbaB8c8503aAA2D1DFa91a192cB149
sUSD,USDC,0x0865b9C7Cd9aa9F0e9F61E96C11e524145b70550
ZRX,BZRX,0x2bd68fd37920c744C2377f8c365414902C717a44
USDT,sUSD,0xB0A539BEA1787813359Fb9AF8e2efD35dd35a744
BZRX,ZRX,0x2bd68fd37920c744C2377f8c365414902C717a44
ZRX,WETH,0xc6F348dd3B91a56D117ec0071C1e9b83C0996De4
ZRX,USDC,0x9f65DF828d21C8860ee1499dA6397D50d85E14a0
BZRX,WETH,0xB9b752F7f4a4680eEb327ffe728f46666763A796
SNX,LINK,0x5A3Cb6B3E42C8101Cbc0AB4c35DA4f92e0Dd2586
SNX,USDT,0xe5eDEef795A4Ac7eF477cB3068f5e5d12788B6Cb
USDT,COMP,0x942Be9e8a12cFAAF997Cd266487Eaf8553B119d2
MANA,DAI,0x9d090ffD76dDfd94f49040DF91eDD6977e30e6C6
MANA,WETH,0x11b1f53204d03E5529F09EB3091939e4Fd8c9CF3
USDT,BZRX,0xDA70FdCb69f91aA420D54b95FF5e47AfFB0064b8
USDT,KNC,0x248Aba53caFb77Ebe6EEfaC3b4dE8A9d0d2134EC
USDT,AMPL,0x83503BE303Ff0e05a5d6DcD1C2A3Bd589fB0DED4
DAI,WETH,0xA478c2975Ab1Ea89e8196811F51A7B7Ade33eB11
USDT,ZRX,0x05556053D0966c7701201A2103dcb56CF75BdD92
DAI,LINK,0x6D4fd456eDecA58Cf53A8b586cd50754547DBDB2
DAI,AMPL,0x08a564924C26D8289503bbaA18714B9C366dF9a5
USDT,SNX,0xe5eDEef795A4Ac7eF477cB3068f5e5d12788B6Cb
USDT,WETH,0x0d4a11d5EEaaC28EC3F61d100daF4d40471f1852
USDT,DAI,0xB20bd5D04BE54f870D5C0d3cA85d82b34B836405
USDT,BAT,0x0c11F54ec778Cdf062Ad0d8464cC7b7C9108c934
USDT,USDC,0x3041CbD36888bECc7bbCBc0045E3B1f144466f5f
ZRX,AMPL,0xB450E654E1853DC49fe1d1fA9A94C898D6c5b07f
ZRX,DAI,0x7808e5c594b25Fa35Cf0E5567a76f01483912513
ZRX,USDT,0x05556053D0966c7701201A2103dcb56CF75BdD92
DAI,COMP,0xf3194E22d3212A6F930a7C6A88003d43F68befAB
BZRX,USDT,0xDA70FdCb69f91aA420D54b95FF5e47AfFB0064b8
DAI,WBTC,0x231B7589426Ffe1b75405526fC32aC09D44364c4
DAI,KNC,0x22228474041f3D98ec314Eb71362b6F79971d5fB
DAI,LEND,0xb603c2b5AB4ee7932103b42f8dd899C8721DD25E
sUSD,USDT,0xB0A539BEA1787813359Fb9AF8e2efD35dd35a744
DAI,SNX,0xcA9B553d9f8cCD9D6ad546707f1EC3B9150292b1
DAI,MANA,0x9d090ffD76dDfd94f49040DF91eDD6977e30e6C6
sUSD,WETH,0xf80758aB42C3B07dA84053Fd88804bCB6BAA4b5c
sUSD,DAI,0x2B797191b77B7579a5c32027174d79AB7b725114
DAI,sUSD,0x2B797191b77B7579a5c32027174d79AB7b725114
DAI,BAT,0x6929abD7931D0243777d3CD147fE863646A752ba
LEND,AMPL,0xaCb74201Fe556ce4b01dF104Aba3666855D10D09
LEND,WETH,0xaB3F9bF1D81ddb224a2014e98B238638824bCf20
LINK,WBTC,0x8a01BA64FBc7B12ee13F817DFa862881feC531b8
OMG,WETH,0x48E313460DD00100e22230e56E0A87B394066844
BAND,WETH,0xf421c3f2e695C2D4C0765379cCace8adE4a480D9
DAI,ZRX,0x7808e5c594b25Fa35Cf0E5567a76f01483912513
DAI,USDC,0xAE461cA67B15dc8dc81CE7615e0320dA1A9aB8D5
UBT,DAI,0xB6a4614Bf9F6D9B025c07311A191c8De974386A9
SNX,USDC,0x3A1B4f6Dce585eF469a5DAA73A6EB87ce13E859D
DAI,USDT,0xB20bd5D04BE54f870D5C0d3cA85d82b34B836405
DAI,UBT,0xB6a4614Bf9F6D9B025c07311A191c8De974386A9
BAND,BAT,0xd4e00D5dBbE6F74Fe9c2B9f884b55ba590cBdeea
LEND,USDC,0x308d87865397672a74Ec62B3dC8E7323a18c0f1e
USDC,BAND,0x20e16467A40157F3C2D83BD120a5B72748a8ecB8
LINK,DAI,0x6D4fd456eDecA58Cf53A8b586cd50754547DBDB2
LINK,WETH,0xa2107FA5B38d9bbd2C461D6EDf11B11A50F6b974
WBTC,USDT,0x0DE0Fa91b6DbaB8c8503aAA2D1DFa91a192cB149
WBTC,LINK,0x8a01BA64FBc7B12ee13F817DFa862881feC531b8
WBTC,USDC,0x004375Dff511095CC5A197A54140a24eFEF3A416
USDC,LEND,0x308d87865397672a74Ec62B3dC8E7323a18c0f1e
USDC,UBT,0x59ADAA706B700FA7e3aE2BbB47cD74275dc628E6
USDC,sUSD,0x0865b9C7Cd9aa9F0e9F61E96C11e524145b70550
WETH,BAND,0xf421c3f2e695C2D4C0765379cCace8adE4a480D9
LINK,USDC,0xd8C8a2B125527bf97c8e4845b25dE7e964468F77
LEND,COMP,0x50E5Dd5BE3f93256690Adc12EF8EdAb1eB18612d
SNX,WETH,0x43AE24960e5534731Fc831386c07755A2dc33D47
SNX,LEND,0x0780Afd54B94cd3809821611d6D92E1EDF542758
SNX,COMP,0x5487BB5c9f0b84875D2Fb0F0900a50A94255AFf9
SNX,KNC,0x3375ACcF7291dF28885822b37d872aeB9d14029d
SNX,DAI,0xcA9B553d9f8cCD9D6ad546707f1EC3B9150292b1
KNC,ZRX,0x79CDa9b30AD6775Aa50A76dab2371dA7cb1E3710
LEND,ZRX,0x20149FC21a158F195964e01430b3B29eb38b6b27
KNC,USDT,0x248Aba53caFb77Ebe6EEfaC3b4dE8A9d0d2134EC
COMP,USDT,0x942Be9e8a12cFAAF997Cd266487Eaf8553B119d2
LINK,AMPL,0x60877A93D2C4e6C94efA0C90a10f1279E02052f3
PNK,USDC,0xF705BF92d536712Bdee5d24e6F171ca48fE2C748
USDC,WBTC,0x004375Dff511095CC5A197A54140a24eFEF3A416
WBTC,WETH,0xBb2b8038a1640196FbE3e38816F3e67Cba72D940
LEND,SNX,0x0780Afd54B94cd3809821611d6D92E1EDF542758
LINK,UBT,0x3F7BfFB6BC53290F548e699d329b4779E0237a94
UBT,WETH,0xB27dE0bA2abFbFdf15667a939f041b52118aF5Ba
KNC,USDC,0xa14c9AA1337F25135Ce6917464fC5f01CC3C9CA9
BAT,BAND,0xd4e00D5dBbE6F74Fe9c2B9f884b55ba590cBdeea
UBT,USDC,0x59ADAA706B700FA7e3aE2BbB47cD74275dc628E6
AMPL,ZRX,0xB450E654E1853DC49fe1d1fA9A94C898D6c5b07f
WETH,WBTC,0xBb2b8038a1640196FbE3e38816F3e67Cba72D940
AMPL,LINK,0x60877A93D2C4e6C94efA0C90a10f1279E02052f3
AMPL,WETH,0xc5be99A02C6857f9Eac67BbCE58DF5572498F40c
AMPL,DAI,0x08a564924C26D8289503bbaA18714B9C366dF9a5
USDC,WETH,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc
USDC,SNX,0x3A1B4f6Dce585eF469a5DAA73A6EB87ce13E859D
USDC,AMPL,0xfA545ce38d18EA4350ADB899f380058aFaD7619e
COMP,DAI,0xf3194E22d3212A6F930a7C6A88003d43F68befAB
USDC,KNC,0xa14c9AA1337F25135Ce6917464fC5f01CC3C9CA9
USDC,ZRX,0x9f65DF828d21C8860ee1499dA6397D50d85E14a0
WETH,COMP,0xCFfDdeD873554F362Ac02f8Fb1f02E5ada10516f
BAT,USDT,0x0c11F54ec778Cdf062Ad0d8464cC7b7C9108c934
WETH,BAT,0xB6909B960DbbE7392D405429eB2b3649752b4838
AMPL,SNX,0xf0DBD8D468248a9F01690858a421a437f4b99CE1
BAT,WETH,0xB6909B960DbbE7392D405429eB2b3649752b4838
BAT,USDC,0x02DD9Ff64EeC5D866a512EF08463C7c85A14e4Aa
COMP,BAT,0x112B376914f39afE57C76EF8027363a004Aaed1B
USDC,USDT,0x3041CbD36888bECc7bbCBc0045E3B1f144466f5f
USDC,LINK,0xd8C8a2B125527bf97c8e4845b25dE7e964468F77
UBT,LINK,0x3F7BfFB6BC53290F548e699d329b4779E0237a94
SNX,AMPL,0xf0DBD8D468248a9F01690858a421a437f4b99CE1
KNC,WETH,0xf49C43Ae0fAf37217bDcB00DF478cF793eDd6687
USDC,DAI,0xAE461cA67B15dc8dc81CE7615e0320dA1A9aB8D5
KNC,AMPL,0x10cb5745dbC1a9d40e56b87a89443B7eE5685700
USDC,COMP,0x6F81d90E771B551451382b4c8B41C86B978d3420
AMPL,WBTC,0xc27286b35101dB690aA48fCa4A21A2a5cB109FCA
AMPL,USDC,0xfA545ce38d18EA4350ADB899f380058aFaD7619e
COMP,LINK,0xcf4A0967C6c0b0fCD416283b8664f735391a36EC
AMPL,USDT,0x83503BE303Ff0e05a5d6DcD1C2A3Bd589fB0DED4
COMP,USDC,0x6F81d90E771B551451382b4c8B41C86B978d3420
AMPL,LEND,0xaCb74201Fe556ce4b01dF104Aba3666855D10D09
BZRX,KNC,0xEB2197cD8d9E4f4638d0b4D0dD8ff5D46F6D1fcA
USDC,PNK,0xF705BF92d536712Bdee5d24e6F171ca48fE2C748
COMP,WETH,0xCFfDdeD873554F362Ac02f8Fb1f02E5ada10516f
WETH,KNC,0xf49C43Ae0fAf37217bDcB00DF478cF793eDd6687
WETH,PNK,0x343FD171caf4F0287aE6b87D75A8964Dc44516Ab
WETH,SNX,0x43AE24960e5534731Fc831386c07755A2dc33D47
WETH,USDC,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc
WETH,USDT,0x0d4a11d5EEaaC28EC3F61d100daF4d40471f1852
WETH,LEND,0xaB3F9bF1D81ddb224a2014e98B238638824bCf20
WETH,DAI,0xA478c2975Ab1Ea89e8196811F51A7B7Ade33eB11
WETH,LINK,0xa2107FA5B38d9bbd2C461D6EDf11B11A50F6b974
COMP,LEND,0x50E5Dd5BE3f93256690Adc12EF8EdAb1eB18612d
WETH,ZRX,0xc6F348dd3B91a56D117ec0071C1e9b83C0996De4
WETH,sUSD,0xf80758aB42C3B07dA84053Fd88804bCB6BAA4b5c
WETH,MANA,0x11b1f53204d03E5529F09EB3091939e4Fd8c9CF3
WETH,AMPL,0xc5be99A02C6857f9Eac67BbCE58DF5572498F40c
WETH,UBT,0xB27dE0bA2abFbFdf15667a939f041b52118aF5Ba
KNC,DAI,0x22228474041f3D98ec314Eb71362b6F79971d5fB
LINK,BAT,0x9773f438F0856099411fBBC0C964873b214B7406
WETH,OMG,0x48E313460DD00100e22230e56E0A87B394066844
COMP,AMPL,0xFaa7e98E633a10E90B71a84200E10562E5302A92
LINK,COMP,0xcf4A0967C6c0b0fCD416283b8664f735391a36EC
WETH,BZRX,0xB9b752F7f4a4680eEb327ffe728f46666763A796
BAT,COMP,0x112B376914f39afE57C76EF8027363a004Aaed1B
BAT,AMPL,0xA0a44777B4B95364990fbB29c42990AC24BB9c43
AMPL,KNC,0x10cb5745dbC1a9d40e56b87a89443B7eE5685700
AMPL,COMP,0xFaa7e98E633a10E90B71a84200E10562E5302A92
AMPL,BAT,0xA0a44777B4B95364990fbB29c42990AC24BB9c43
LINK,SNX,0x5A3Cb6B3E42C8101Cbc0AB4c35DA4f92e0Dd2586
KNC,SNX,0x3375ACcF7291dF28885822b37d872aeB9d14029d
COMP,SNX,0x5487BB5c9f0b84875D2Fb0F0900a50A94255AFf9
BAT,DAI,0x6929abD7931D0243777d3CD147fE863646A752ba
USDC,BAT,0x02DD9Ff64EeC5D866a512EF08463C7c85A14e4Aa
LEND,DAI,0xb603c2b5AB4ee7932103b42f8dd899C8721DD25E
BAT,LINK,0x9773f438F0856099411fBBC0C964873b214B7406
KNC,BZRX,0xEB2197cD8d9E4f4638d0b4D0dD8ff5D46F6D1fcA
WBTC,AMPL,0xc27286b35101dB690aA48fCa4A21A2a5cB109FCA
BAND,USDC,0x20e16467A40157F3C2D83BD120a5B72748a8ecB8
WBTC,DAI,0x231B7589426Ffe1b75405526fC32aC09D44364c4
WETH,PNK,0x343FD171caf4F0287aE6b87D75A8964Dc44516Ab
WETH,BAND,0xf421c3f2e695C2D4C0765379cCace8adE4a480D9
LINK,AMPL,0x60877A93D2C4e6C94efA0C90a10f1279E02052f3
BAND,USDC,0x20e16467A40157F3C2D83BD120a5B72748a8ecB8
WETH,SNX,0x43AE24960e5534731Fc831386c07755A2dc33D47
WETH,sUSD,0xf80758aB42C3B07dA84053Fd88804bCB6BAA4b5c
WETH,ZRX,0xc6F348dd3B91a56D117ec0071C1e9b83C0996De4
WETH,BZRX,0xB9b752F7f4a4680eEb327ffe728f46666763A796
COMP,USDT,0x942Be9e8a12cFAAF997Cd266487Eaf8553B119d2
WETH,BAT,0xB6909B960DbbE7392D405429eB2b3649752b4838
WETH,WBTC,0xBb2b8038a1640196FbE3e38816F3e67Cba72D940
WETH,MANA,0x11b1f53204d03E5529F09EB3091939e4Fd8c9CF3
USDT,AMPL,0x83503BE303Ff0e05a5d6DcD1C2A3Bd589fB0DED4
USDT,sUSD,0xB0A539BEA1787813359Fb9AF8e2efD35dd35a744
MANA,DAI,0x9d090ffD76dDfd94f49040DF91eDD6977e30e6C6
USDT,WBTC,0x0DE0Fa91b6DbaB8c8503aAA2D1DFa91a192cB149
SNX,KNC,0x3375ACcF7291dF28885822b37d872aeB9d14029d
LINK,WETH,0xa2107FA5B38d9bbd2C461D6EDf11B11A50F6b974
LINK,COMP,0xcf4A0967C6c0b0fCD416283b8664f735391a36EC
LINK,UBT,0x3F7BfFB6BC53290F548e699d329b4779E0237a94
LINK,BAT,0x9773f438F0856099411fBBC0C964873b214B7406
LINK,USDC,0xd8C8a2B125527bf97c8e4845b25dE7e964468F77
LINK,SNX,0x5A3Cb6B3E42C8101Cbc0AB4c35DA4f92e0Dd2586
LINK,DAI,0x6D4fd456eDecA58Cf53A8b586cd50754547DBDB2
COMP,AMPL,0xFaa7e98E633a10E90B71a84200E10562E5302A92
WETH,UBT,0xB27dE0bA2abFbFdf15667a939f041b52118aF5Ba
COMP,WETH,0xCFfDdeD873554F362Ac02f8Fb1f02E5ada10516f
WETH,DAI,0xA478c2975Ab1Ea89e8196811F51A7B7Ade33eB11
BZRX,USDT,0xDA70FdCb69f91aA420D54b95FF5e47AfFB0064b8
SNX,USDT,0xe5eDEef795A4Ac7eF477cB3068f5e5d12788B6Cb
SNX,LINK,0x5A3Cb6B3E42C8101Cbc0AB4c35DA4f92e0Dd2586
COMP,SNX,0x5487BB5c9f0b84875D2Fb0F0900a50A94255AFf9
SNX,USDC,0x3A1B4f6Dce585eF469a5DAA73A6EB87ce13E859D
SNX,WETH,0x43AE24960e5534731Fc831386c07755A2dc33D47
WETH,COMP,0xCFfDdeD873554F362Ac02f8Fb1f02E5ada10516f
SNX,COMP,0x5487BB5c9f0b84875D2Fb0F0900a50A94255AFf9
BAND,WETH,0xf421c3f2e695C2D4C0765379cCace8adE4a480D9
WETH,AMPL,0xc5be99A02C6857f9Eac67BbCE58DF5572498F40c
COMP,USDC,0x6F81d90E771B551451382b4c8B41C86B978d3420
WETH,USDC,0xB4e16d0168e52d35CaCD2c6185b44281Ec28C9Dc
